customer_id,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status
C0034,39,WEST,Enterprise,15/11/25 02:48,64.2,71.9,APP,Active
C0035,22,EAST,Consumer,25/07/25 18:50,46.7,85.5,APP,Active
C0036,36,AIRPORT,Consumer,17/11/24 10:44,66.4,30.7,APP,Active
C0037,51,CENTRAL,SME,24/12/24 19:31,72.9,73.0,PHONE,Active
C0038,21,EAST,Consumer,16/08/25 14:04,34.8,75.8,APP,Active
C0039,32,CENTRAL,Consumer,05/04/24 08:30,57.6,100.0,WEB,Active
C0040,21,SOUTH,Consumer,14/12/25 21:04,32.9,59.1,APP,Active
C0041,67,WEST,SME,03/03/24 23:44,83.5,54.9,APP,Active
C0042,24,EAST,Consumer,13/11/24 20:36,53.9,26.7,WEB,Active
C0043,40,CENTRAL,Consumer,28/11/25 14:18,35.8,40.8,WEB,Active
C0044,47,EAST,Consumer,30/01/25 21:22,49.8,34.6,APP,Active
C0045,73,WEST,SME,24/01/24 14:22,82.0,36.4,APP,Active
C0046,72,CENTRAL,SME,21/06/24 19:07,84.8,38.5,APP,Active
C0047,25,EAST,Consumer,20/05/25 01:13,81.3,26.5,APP,Active
C0048,19,RIVERSIDE,SME,21/10/24 04:47,48.5,53.8,APP,Active
C0049,31,SOUTH,Consumer,10/09/24 12:25,58.6,63.0,PHONE,Active
C0050,71,CENTRAL,Consumer,23/05/25 02:10,87.2,70.1,APP,Active
C0051,37,EAST,Consumer,04/04/25 12:35,49.3,53.8,APP,Active
C0052,56,EAST,Consumer,11/10/24 04:52,55.6,75.7,APP,Active
C0053,22,CENTRAL,Consumer,16/03/25 17:17,45.7,75.9,PHONE,Active
C0054,75,WEST,Consumer,24/12/25 13:22,42.4,26.8,WEB,Active
C0055,34,EAST,Enterprise,30/11/25 12:14,80.3,50.5,APP,Suspended
C0056,54,NORTH,Consumer,03/06/24 02:11,71.1,32.0,APP,Active
C0057,29,NORTH,Consumer,03/06/24 07:42,68.2,37.1,WEB,Active
C0058,37,CENTRAL,SME,26/08/24 00:31,59.6,59.2,APP,Active
C0059,26,WEST,Consumer,26/08/25 05:16,77.3,53.3,PHONE,Active
C0060,52,CENTRAL,Consumer,15/10/24 00:09,85.2,83.5,APP,Active
C0061,78,RIVERSIDE,Consumer,05/03/25 17:23,60.9,94.6,WEB,Dormant
C0062,33,CENTRAL,Consumer,16/09/25 18:20,55.5,63.7,WEB,Active
C0063,78,NORTH,Consumer,08/05/24 22:54,44.6,52.1,PARTNER API,Active
C0064,58,EAST,Consumer,11/06/25 19:41,78.3,53.0,APP,Active
C0065,44,CENTRAL,Consumer,23/11/25 23:03,52.8,55.6,WEB,Active
C0066,21,SOUTH,Consumer,12/04/25 21:51,37.1,66.7,APP,Dormant
C0067,43,RIVERSIDE,Consumer,26/07/25 12:25,56.7,41.9,WEB,Dormant
C0068,46,RIVERSIDE,Consumer,12/02/25 12:06,61.4,66.9,APP,Active
C0069,20,AIRPORT,SME,08/05/25 20:25,74.3,51.2,PHONE,Dormant
C0070,51,WEST,Consumer,04/03/24 06:04,77.1,75.9,APP,Active
C0071,59,AIRPORT,Consumer,01/08/24 14:10,49.3,81.7,PHONE,Active
C0072,61,NORTH,SME,22/04/24 10:38,48.2,88.9,APP,Active
C0073,48,EAST,Consumer,23/02/24 03:00,55.7,52.9,PHONE,Active
C0074,40,WEST,SME,03/08/25 04:34,41.6,30.2,APP,Active
C0075,43,CENTRAL,Consumer,13/04/24 11:39,59.2,23.9,APP,Active
C0076,70,WEST,Enterprise,27/01/24 02:55,68.4,50.3,APP,Active
C0077,59,NORTH,SME,31/07/24 19:24,61.7,29.0,WEB,Active
C0078,40,EAST,Consumer,01/06/24 20:16,35.2,24.6,PHONE,Active
C0079,61,EAST,Consumer,21/12/24 19:23,41.9,49.2,APP,Active
C0080,25,EAST,Consumer,30/04/25 03:07,81.6,37.2,APP,Active
C0081,42,SOUTH,Consumer,14/05/25 14:30,44.8,69.0,PHONE,Active
C0082,49,EAST,Consumer,10/05/25 09:05,72.8,92.8,WEB,Active
C0083,28,WEST,Consumer,27/05/24 03:47,71.1,51.7,APP,Dormant
C0084,33,AIRPORT,Consumer,16/12/24 23:16,55.8,61.9,WEB,Active
C0085,76,AIRPORT,Consumer,05/05/25 22:10,45.0,26.0,APP,Active
C0086,65,WEST,SME,12/06/25 00:13,64.4,59.5,APP,Active
C0087,49,WEST,Consumer,24/06/25 11:09,46.8,42.7,APP,Active
C0088,43,AIRPORT,Enterprise,07/12/25 17:58,58.2,35.2,APP,Active
C0089,40,RIVERSIDE,Consumer,28/01/24 16:19,62.7,20.7,APP,Active
C0090,54,CENTRAL,Consumer,20/10/25 02:44,49.5,86.5,APP,Active
C0091,40,AIRPORT,SME,24/09/24 16:23,57.4,25.4,PHONE,Active
C0092,49,RIVERSIDE,Consumer,20/06/24 11:49,56.1,33.1,WEB,Active
C0093,48,NORTH,Consumer,16/08/24 17:34,41.2,56.3,APP,Active
C0094,22,RIVERSIDE,Consumer,29/05/25 10:40,58.0,61.6,PHONE,Active
C0095,23,SOUTH,SME,16/08/24 19:51,50.8,61.7,APP,Suspended
C0096,73,WEST,Consumer,18/07/24 07:52,31.8,58.2,NOT_SET,Active
C0097,46,AIRPORT,SME,14/02/25 23:51,55.6,39.2,WEB,Active
C0098,54,CENTRAL,Consumer,20/08/24 06:33,56.5,70.7,APP,Dormant
C0099,33,NORTH,Consumer,19/05/25 11:46,51.3,59.8,PHONE,Active
C0100,34,CENTRAL,Consumer,30/01/24 00:50,28.0,28.6,WEB,Active
C0101,63,NORTH,Enterprise,13/10/24 15:16,73.4,86.6,APP,Active
C0102,39,EAST,Enterprise,17/07/24 22:38,71.9,49.7,APP,Active
C0103,20,AIRPORT,Consumer,18/12/24 14:51,71.4,74.2,WEB,Active
C0104,39,EAST,Consumer,23/12/24 11:05,66.2,28.6,APP,Active
C0105,47,CENTRAL,Enterprise,13/08/24 03:14,40.9,33.6,APP,Active
C0106,22,CENTRAL,Consumer,26/04/25 06:21,63.0,45.3,APP,Active
C0107,64,AIRPORT,Consumer,28/07/24 15:39,46.2,43.1,PHONE,Dormant
C0108,39,CENTRAL,Consumer,16/09/25 00:30,96.0,75.5,APP,Active
C0109,78,NORTH,Consumer,30/10/25 11:51,52.7,25.4,APP,Dormant
C0110,63,EAST,Consumer,20/10/25 02:53,59.6,59.4,PHONE,Active
C0111,67,WEST,Consumer,07/11/25 03:58,36.2,37.0,APP,Active
C0112,25,NORTH,Consumer,01/02/25 22:48,42.1,66.1,APP,Active
C0113,38,WEST,Consumer,23/07/24 15:56,52.4,60.2,WEB,Active
C0114,38,CENTRAL,Consumer,01/07/24 13:50,72.2,45.8,APP,Active
C0115,38,AIRPORT,Consumer,13/10/25 10:05,69.8,98.5,WEB,Active
C0116,64,RIVERSIDE,Consumer,09/02/25 14:25,65.6,55.5,WEB,Active
C0117,32,NORTH,Consumer,27/03/24 23:10,31.3,77.2,APP,Active
C0118,20,SOUTH,Consumer,23/06/24 04:01,79.1,31.1,APP,Active
C0119,65,CENTRAL,SME,03/06/24 18:57,46.2,54.0,WEB,Dormant
C0120,26,NORTH,Consumer,21/04/25 20:09,86.8,58.0,APP,Active
C0121,25,SOUTH,Consumer,18/09/25 19:30,90.9,59.0,PHONE,Active
C0122,40,CENTRAL,Consumer,04/11/25 11:09,74.2,49.8,WEB,Active
C0123,56,SOUTH,SME,15/07/25 17:08,76.8,40.6,APP,Active
C0124,31,AIRPORT,Consumer,22/01/24 00:51,40.8,1.0,WEB,Active
C0125,31,AIRPORT,Consumer,27/10/25 03:33,99.0,45.6,WEB,Active
C0126,42,NORTH,Consumer,22/05/24 13:55,64.5,39.0,APP,Active
C0127,32,WEST,SME,18/07/24 06:01,77.0,51.5,WEB,Active
C0128,34,AIRPORT,SME,14/09/24 06:18,47.3,72.7,APP,Active
C0129,24,RIVERSIDE,Consumer,28/05/25 07:48,60.0,98.6,APP,Active
C0130,46,SOUTH,Consumer,23/08/25 10:16,42.0,66.6,APP,Active
C0131,68,SOUTH,Consumer,11/07/25 13:53,57.2,75.8,WEB,Active
C0132,56,RIVERSIDE,Consumer,14/05/24 01:58,61.2,68.4,APP,Active
C0133,74,RIVERSIDE,Consumer,28/12/24 14:42,65.1,70.3,WEB,Active
C0134,22,SOUTH,SME,20/08/25 16:26,83.3,67.7,APP,Active
C0135,65,WEST,Consumer,28/05/25 04:34,68.7,51.6,APP,Active
C0136,64,CENTRAL,Consumer,04/06/24 16:32,64.9,50.4,NOT_SET,Active
C0137,57,AIRPORT,Consumer,20/01/24 14:49,61.6,62.9,APP,Active
C0138,74,SOUTH,Consumer,06/07/24 19:00,93.2,90.8,WEB,Active
C0139,60,CENTRAL,SME,02/06/24 05:09,51.7,71.5,APP,Active
C0140,21,AIRPORT,Consumer,29/04/25 19:46,80.0,87.2,PARTNER API,Active
C0141,37,WEST,Consumer,03/05/24 17:03,29.6,32.1,PARTNER API,Dormant
C0142,29,SOUTH,Consumer,29/11/24 21:33,47.0,61.7,APP,Active
C0143,48,NORTH,Consumer,27/06/25 17:30,59.6,64.3,PHONE,Active
C0144,54,SOUTH,Consumer,18/04/24 17:03,58.4,66.6,PHONE,Active
C0145,34,AIRPORT,Consumer,11/09/24 06:17,99.0,30.6,NOT_SET,Active
C0146,20,NORTH,Consumer,13/02/24 03:32,99.0,21.7,APP,Active
C0147,28,NORTH,Enterprise,08/04/25 17:01,36.7,16.4,APP,Active
C0148,26,EAST,SME,05/03/24 14:20,43.9,49.2,APP,Active
C0149,63,NORTH,Consumer,19/09/25 16:38,58.7,100.0,APP,Active
C0150,58,NORTH,Consumer,08/06/25 06:44,88.8,60.9,APP,Active
C0151,20,NORTH,Consumer,10/10/24 14:32,79.2,33.8,APP,Suspended
C0152,61,WEST,Consumer,30/06/25 15:32,66.2,63.3,APP,Dormant
C0153,49,CENTRAL,SME,10/09/24 22:33,38.4,51.1,APP,Active
C0154,23,EAST,SME,22/09/24 17:57,47.5,60.1,PHONE,Active
C0155,24,NORTH,Consumer,26/07/24 14:08,18.1,48.3,APP,Active
C0156,26,EAST,SME,02/03/25 03:25,59.6,32.3,WEB,Active
C0157,50,CENTRAL,Consumer,28/03/25 10:04,67.9,46.8,APP,Active
C0158,57,RIVERSIDE,Consumer,18/11/25 07:27,73.7,70.5,WEB,Active
C0159,37,RIVERSIDE,Consumer,15/03/24 06:42,40.2,62.7,WEB,Dormant
C0160,57,SOUTH,Consumer,06/11/24 03:57,62.8,80.2,PHONE,Suspended
C0161,42,NORTH,Consumer,07/06/24 22:41,87.1,36.6,APP,Active
C0162,61,AIRPORT,Enterprise,07/11/25 11:09,63.7,76.9,WEB,Suspended
C0163,55,RIVERSIDE,SME,16/09/24 04:29,56.2,58.2,APP,Active
C0164,78,WEST,Consumer,12/08/24 23:06,70.9,60.8,APP,Active
C0165,39,AIRPORT,Consumer,11/02/25 15:10,69.5,80.8,APP,Active
C0166,66,AIRPORT,Consumer,14/11/25 07:10,62.4,54.7,NOT_SET,Active
C0167,72,CENTRAL,Consumer,24/12/25 13:32,52.5,62.0,APP,Active
C0168,70,RIVERSIDE,Consumer,17/02/25 10:26,54.3,69.4,WEB,Active
C0169,77,NORTH,Consumer,19/07/24 11:20,59.6,69.6,APP,Dormant
C0170,51,SOUTH,SME,04/04/24 23:23,52.3,72.8,PARTNER API,Active
C0171,47,SOUTH,Consumer,20/01/24 10:35,82.4,81.9,PHONE,Active
C0172,28,NORTH,Consumer,14/04/25 14:45,75.4,67.4,NOT_SET,Active
C0173,76,RIVERSIDE,Consumer,19/01/24 12:21,78.5,49.1,APP,Suspended
C0174,74,NORTH,Consumer,13/06/25 19:18,93.5,100.0,APP,Active
C0175,37,CENTRAL,Consumer,08/06/25 02:07,86.4,56.9,APP,Active
C0176,43,NORTH,SME,22/08/24 03:05,83.8,64.7,WEB,Active
C0177,39,EAST,Consumer,28/09/24 08:02,67.0,43.4,APP,Suspended
C0178,45,EAST,Consumer,04/07/24 08:48,58.0,16.1,PHONE,Active
C0179,38,SOUTH,Consumer,12/05/24 13:54,97.9,42.8,APP,Active
C0180,64,WEST,Consumer,23/11/25 08:25,50.3,58.9,PHONE,Active
C0181,41,WEST,Consumer,01/06/24 17:58,51.2,67.7,APP,Dormant
C0182,21,EAST,Enterprise,11/06/25 18:31,47.2,58.2,APP,Dormant
C0183,44,CENTRAL,SME,18/12/25 10:05,64.5,72.8,APP,Active
C0184,59,SOUTH,SME,12/10/24 01:51,67.8,76.5,APP,Active
C0185,40,SOUTH,Consumer,05/12/25 05:27,77.5,76.4,PHONE,Suspended
C0186,56,EAST,Consumer,15/03/24 08:01,57.5,57.8,PHONE,Dormant
C0187,47,EAST,SME,11/10/25 02:51,59.6,59.3,WEB,Active
C0188,44,SOUTH,SME,23/09/24 02:38,66.2,53.6,APP,Active
C0189,48,RIVERSIDE,Consumer,15/08/24 02:16,76.6,41.1,APP,Active
C0190,39,AIRPORT,Consumer,04/05/24 14:00,61.6,84.8,APP,Active
C0191,27,NORTH,Consumer,13/12/24 17:26,58.9,34.1,WEB,Active
C0192,45,EAST,Consumer,01/10/24 19:08,70.1,56.4,APP,Active
C0193,20,SOUTH,Consumer,14/02/24 16:45,84.0,62.1,APP,Active
C0194,57,WEST,SME,01/09/24 03:10,60.0,17.1,APP,Dormant
C0195,41,SOUTH,Consumer,25/09/24 01:11,38.3,71.9,WEB,Active
C0196,72,WEST,Enterprise,25/07/24 09:40,52.0,51.1,WEB,Active
C0197,29,RIVERSIDE,Consumer,08/11/24 16:48,58.4,62.0,APP,Active
C0198,53,EAST,SME,29/07/24 09:28,32.2,51.5,APP,Active
C0199,64,CENTRAL,Consumer,27/05/25 21:11,73.4,28.6,PHONE,Active
C0200,36,CENTRAL,Consumer,04/10/24 11:51,48.8,61.5,PHONE,Active
C0201,49,CENTRAL,Consumer,19/01/24 08:02,69.2,59.8,APP,Active
C0202,50,NORTH,Consumer,16/01/24 00:46,64.2,76.7,NOT_SET,Dormant
C0203,33,CENTRAL,Consumer,01/06/25 17:12,59.6,66.8,APP,Active
C0204,78,RIVERSIDE,Consumer,10/06/25 15:15,87.1,25.8,APP,Active
C0205,62,CENTRAL,Consumer,02/04/25 03:42,52.1,78.7,WEB,Active
C0206,60,SOUTH,SME,27/10/25 13:42,50.3,72.9,APP,Active
C0207,54,CENTRAL,Consumer,21/05/25 17:53,65.7,72.4,APP,Active
C0208,48,CENTRAL,Enterprise,06/02/25 16:19,74.5,67.0,PHONE,Dormant
C0209,33,CENTRAL,Consumer,05/12/25 06:14,61.0,44.4,APP,Dormant
C0210,33,NORTH,Consumer,16/12/24 06:53,45.3,67.9,APP,Active
C0211,29,RIVERSIDE,Enterprise,24/12/25 23:40,72.1,50.9,WEB,Active
C0212,27,RIVERSIDE,Consumer,23/05/24 12:22,70.7,100.0,WEB,Dormant
C0213,53,EAST,Consumer,25/02/24 04:00,94.2,53.3,APP,Active
C0214,34,CENTRAL,Consumer,13/03/24 20:47,57.5,36.7,APP,Active
C0215,67,NORTH,SME,18/09/24 13:10,64.4,51.4,APP,Active
C0216,50,RIVERSIDE,Consumer,26/02/24 02:42,51.9,85.2,APP,Active
C0217,30,AIRPORT,Consumer,25/01/25 16:42,37.2,47.0,WEB,Active
C0218,32,CENTRAL,Consumer,15/10/24 19:15,62.2,11.4,APP,Active
C0219,29,CENTRAL,Consumer,10/12/25 09:02,74.6,85.7,WEB,Active
C0220,47,SOUTH,SME,15/04/25 05:10,44.8,64.0,WEB,Dormant
C0221,53,EAST,Consumer,02/10/24 14:00,50.2,48.4,APP,Active
C0222,36,SOUTH,SME,26/09/24 11:21,42.2,71.4,WEB,Active
C0223,34,CENTRAL,SME,14/07/25 10:15,59.6,40.3,APP,Active
C0224,63,NORTH,SME,05/02/24 09:13,50.9,35.5,WEB,Active
C0225,39,RIVERSIDE,SME,31/12/24 05:00,70.3,75.9,APP,Active
C0226,74,WEST,Consumer,09/12/24 12:05,47.2,48.0,WEB,Active
C0227,69,WEST,Consumer,01/05/25 08:32,62.2,67.9,APP,Active
C0228,43,NORTH,SME,02/11/25 06:15,51.0,58.1,APP,Active
C0229,52,CENTRAL,Consumer,31/05/25 00:05,23.4,73.7,WEB,Active
C0230,70,AIRPORT,Consumer,27/09/24 02:09,62.2,59.9,WEB,Active
C0231,28,CENTRAL,SME,13/02/25 18:02,69.4,18.9,APP,Active
C0232,45,SOUTH,SME,07/02/25 00:19,27.7,70.8,APP,Active
C0233,75,AIRPORT,Consumer,07/11/24 20:14,58.2,48.8,PARTNER API,Active
C0234,71,NORTH,Consumer,27/03/24 18:33,54.1,74.6,APP,Active
C0235,35,AIRPORT,Enterprise,07/06/24 21:57,43.7,60.0,PHONE,Active
C0236,25,CENTRAL,SME,02/09/25 12:48,57.0,84.9,APP,Active
C0237,40,SOUTH,Consumer,29/11/24 23:31,30.0,51.8,WEB,Active
C0238,56,WEST,Consumer,02/06/24 09:46,65.0,18.7,APP,Active
C0239,65,CENTRAL,SME,25/09/25 20:09,80.0,51.7,APP,Suspended
C0240,78,SOUTH,SME,14/02/24 22:57,40.8,67.6,WEB,Active
C0241,45,AIRPORT,Consumer,09/06/25 20:27,60.0,51.3,APP,Active
C0242,21,EAST,Consumer,18/12/25 16:08,83.8,48.9,WEB,Active
C0243,31,RIVERSIDE,Consumer,20/06/25 16:36,63.0,85.8,PHONE,Suspended
C0244,27,AIRPORT,Consumer,17/01/24 21:37,52.7,54.9,PHONE,Active
C0245,43,NORTH,Consumer,29/12/25 21:44,46.4,77.8,APP,Active
C0246,32,CENTRAL,Consumer,20/10/25 07:05,63.8,60.6,PHONE,Active
C0247,31,EAST,Consumer,01/02/24 01:08,58.9,30.3,WEB,Active
C0248,59,CENTRAL,Consumer,14/10/25 11:06,71.1,39.9,APP,Active
C0249,26,WEST,Consumer,20/01/25 14:35,36.7,51.8,PHONE,Dormant
C0250,58,WEST,SME,21/02/24 20:01,59.6,63.6,APP,Suspended
C0251,56,RIVERSIDE,Consumer,03/10/25 17:43,54.5,42.4,APP,Active
C0252,38,NORTH,Consumer,07/09/24 15:16,71.3,30.9,APP,Active
C0253,48,WEST,Consumer,04/01/24 14:51,49.4,38.5,APP,Active
C0254,57,EAST,Consumer,12/03/24 23:59,40.2,47.8,NOT_SET,Active
C0255,38,NORTH,Consumer,30/05/25 17:05,51.9,40.9,PHONE,Active
C0256,58,CENTRAL,SME,06/11/25 16:04,45.7,46.7,PHONE,Active
C0257,34,WEST,Consumer,30/04/25 08:51,55.0,93.1,APP,Active
C0258,50,RIVERSIDE,Consumer,17/03/24 08:15,71.4,63.1,PARTNER API,Active
C0259,43,CENTRAL,Consumer,29/07/24 07:47,78.3,42.2,APP,Dormant
C0260,21,EAST,Consumer,27/10/25 14:31,64.3,57.5,APP,Active
C0261,39,RIVERSIDE,Consumer,26/01/25 02:30,52.4,87.7,WEB,Active
C0262,23,NORTH,Consumer,01/12/25 09:49,53.8,70.0,APP,Active
C0263,73,NORTH,Consumer,17/02/24 19:40,59.6,55.8,APP,Active
C0264,51,CENTRAL,Consumer,20/10/25 06:04,79.2,32.0,APP,Active
C0265,26,EAST,Consumer,06/09/25 04:21,55.8,25.4,APP,Active
C0266,47,EAST,Consumer,17/09/24 20:47,59.0,51.2,APP,Active
C0267,31,RIVERSIDE,Consumer,10/12/25 09:39,49.0,55.7,WEB,Active
C0268,65,EAST,Enterprise,04/08/25 04:00,64.3,26.8,APP,Active
C0269,74,RIVERSIDE,Enterprise,08/05/25 01:31,76.3,32.3,APP,Active
C0270,64,CENTRAL,SME,02/10/24 21:06,14.5,56.9,PHONE,Suspended
C0271,66,EAST,Consumer,09/12/25 06:43,65.1,15.5,WEB,Active
C0272,57,NORTH,Consumer,16/05/25 09:45,52.2,24.9,APP,Active
C0273,61,SOUTH,Consumer,12/06/25 09:29,23.8,56.7,APP,Active
C0274,66,RIVERSIDE,SME,22/04/25 14:49,66.0,68.3,PHONE,Active
C0275,56,EAST,Consumer,01/05/24 17:12,59.6,63.7,APP,Active
C0276,47,SOUTH,Consumer,15/11/24 02:59,66.9,76.6,APP,Active
C0277,51,SOUTH,Consumer,29/04/25 00:18,39.1,87.6,APP,Dormant
C0278,30,RIVERSIDE,SME,14/04/25 02:52,95.2,74.7,NOT_SET,Suspended
C0279,75,SOUTH,Consumer,02/06/25 14:17,62.8,52.6,WEB,Active
C0280,58,AIRPORT,SME,31/01/25 06:58,55.5,98.2,PHONE,Active
C0281,74,NORTH,Consumer,03/08/24 02:37,85.4,89.7,PHONE,Active
C0282,29,RIVERSIDE,Consumer,02/04/24 04:47,71.4,75.6,WEB,Active
C0283,19,WEST,SME,20/06/25 08:23,74.3,42.3,APP,Active
C0284,39,NORTH,Consumer,15/05/24 19:52,79.6,65.4,APP,Active
C0285,45,RIVERSIDE,Consumer,08/10/25 16:17,27.9,18.0,PHONE,Active
C0286,59,EAST,Consumer,25/04/24 22:23,87.7,51.5,WEB,Active
C0287,46,CENTRAL,Consumer,24/08/24 15:57,55.4,10.5,WEB,Active
C0288,51,WEST,Consumer,12/05/25 12:01,65.6,49.8,PHONE,Active
C0289,19,NORTH,SME,11/06/24 00:31,75.8,77.3,APP,Active
C0290,30,NORTH,Consumer,28/11/25 14:25,49.6,58.2,PHONE,Dormant
C0291,43,NORTH,Enterprise,05/11/24 23:09,66.1,88.6,WEB,Active
C0292,24,SOUTH,Consumer,02/03/25 11:24,73.2,57.9,APP,Active
C0293,65,NORTH,Consumer,19/11/24 03:53,60.3,59.8,WEB,Active
C0294,53,NORTH,Consumer,05/12/24 00:20,68.9,52.2,APP,Active
C0295,77,RIVERSIDE,Consumer,12/12/24 12:07,35.3,68.0,APP,Active
C0296,28,NORTH,Enterprise,19/07/24 22:00,41.9,57.3,PHONE,Active
C0297,72,WEST,Consumer,23/10/24 08:23,42.6,80.8,PARTNER API,Active
C0298,63,NORTH,Consumer,07/03/24 12:24,66.9,88.6,APP,Dormant
C0299,43,SOUTH,Consumer,26/08/25 02:23,99.0,65.1,APP,Active
C0300,37,CENTRAL,Consumer,14/03/25 08:54,65.2,36.6,APP,Active
C0301,40,RIVERSIDE,SME,19/02/24 08:06,58.6,68.6,PHONE,Dormant
C0302,35,WEST,Consumer,22/02/24 21:18,60.0,83.8,APP,Active
C0303,66,NORTH,Consumer,12/10/25 04:15,76.7,70.4,WEB,Active
C0304,56,RIVERSIDE,Consumer,29/09/24 13:32,72.4,63.6,PHONE,Active
C0305,72,NORTH,Consumer,19/11/24 06:49,42.7,75.9,APP,Active
C0306,47,EAST,SME,17/01/25 13:56,77.3,83.1,PHONE,Active
C0307,77,WEST,Consumer,30/01/24 20:25,60.6,8.4,APP,Active
C0308,50,RIVERSIDE,Consumer,21/07/25 17:13,74.1,87.0,WEB,Active
C0309,78,AIRPORT,SME,23/03/24 01:59,29.0,72.8,APP,Active
C0310,24,CENTRAL,SME,24/02/25 14:39,36.1,67.3,APP,Active
C0311,75,EAST,Consumer,21/05/24 20:55,70.5,47.5,WEB,Active
C0312,78,AIRPORT,Enterprise,20/10/24 15:03,32.2,62.4,APP,Active
C0313,34,AIRPORT,Consumer,17/07/25 04:10,67.2,69.7,PHONE,Active
C0314,74,RIVERSIDE,SME,28/04/25 13:21,66.4,29.9,PHONE,Active
C0315,31,CENTRAL,SME,15/10/24 09:16,63.3,72.3,APP,Active
C0316,32,NORTH,Consumer,30/10/25 08:25,66.7,59.5,APP,Active
C0317,19,SOUTH,Consumer,02/11/25 07:19,65.2,86.0,APP,Dormant
C0318,48,WEST,Consumer,09/05/25 17:42,68.2,71.0,APP,Dormant
C0319,35,WEST,SME,07/02/25 03:10,54.5,54.8,WEB,Dormant
C0320,52,AIRPORT,Consumer,20/10/25 05:04,60.6,59.2,APP,Active
C0321,51,SOUTH,Consumer,31/07/24 16:57,99.0,70.3,PARTNER API,Active
C0322,77,CENTRAL,Consumer,24/05/25 17:14,79.2,60.9,APP,Active
C0323,69,EAST,Consumer,08/04/25 10:48,70.8,68.6,APP,Active
C0324,18,AIRPORT,SME,05/04/25 13:08,67.3,44.6,APP,Active
C0325,37,SOUTH,Consumer,14/07/25 06:15,49.4,34.4,APP,Active
C0326,60,WEST,Consumer,02/04/24 05:21,64.6,47.3,NOT_SET,Active
C0327,46,NORTH,Consumer,23/07/25 02:20,57.0,31.0,APP,Suspended
C0328,23,SOUTH,Consumer,01/09/24 11:16,76.1,43.4,PHONE,Suspended
C0329,38,RIVERSIDE,Consumer,06/08/25 06:56,46.4,64.9,PHONE,Active
C0330,37,EAST,SME,21/01/24 23:55,23.2,27.1,APP,Active
C0331,58,RIVERSIDE,Consumer,26/02/25 12:26,52.0,34.8,APP,Active
C0332,19,WEST,Consumer,20/06/25 06:24,72.1,72.1,PHONE,Active
C0333,76,NORTH,Consumer,03/10/24 10:48,99.0,48.1,PHONE,Active
